date,open,close,low,high,volume,money
1996/1/2,550.26,537.87,537.38,550.26,482478000.0,223117100.0
1996/1/3,535.23,542.42,530.79,542.74,556192000.0,252573800.0
1996/1/4,541.94,558.76,539.76,558.94,1105913000.0,451487900.0
1996/1/5,559.03,536.37,536.12,561.36,1386371000.0,597184700.0
1996/1/8,533.33,539.17,527.91,540.04,696207000.0,287291300.0
1996/1/9,541.35,558.62,540.99,559.64,1894742000.0,803436600.0
1996/1/10,552.3,547.62,540.59,552.31,1531535000.0,652606200.0
1996/1/11,547.46,545.64,543.12,552.56,1157744000.0,496816100.0
1996/1/12,545.23,547.11,541.67,549.76,967429000.0,421599900.0
1996/1/15,545.05,551.04,543.83,551.91,919361000.0,423648800.0
1996/1/16,551.82,547.76,545.49,554.9,852911000.0,362896400.0
1996/1/17,546.21,537.31,535.24,548.57,981153000.0,409780900.0
1996/1/18,533.38,517.63,517.3,533.41,1267549000.0,559187800.0
1996/1/19,515.0,523.51,512.83,523.59,863912000.0,382324400.0
1996/1/22,520.95,516.46,514.16,521.0,682624000.0,309450800.0
1996/1/23,515.48,519.6,515.48,522.41,556340000.0,251084200.0
1996/1/24,519.94,522.63,519.94,524.33,779977000.0,344156000.0
1996/1/25,523.75,521.37,520.74,538.96,2307320000.0,941892200.0
1996/1/26,516.44,525.57,515.37,527.07,967330000.0,399410600.0
1996/1/29,526.2,529.14,525.49,530.17,1098300000.0,485379500.0
1996/1/30,531.3,532.57,525.6,532.65,1153756000.0,528944200.0
1996/1/31,531.46,537.35,530.12,538.11,1964732000.0,820317400.0
1996/2/1,536.24,536.68,532.61,537.17,962217000.0,446982800.0
1996/2/2,535.12,536.04,528.57,536.04,993070000.0,487402000.0
1996/2/5,537.23,522.85,522.48,537.27,1220876000.0,680048900.0
1996/2/6,520.08,520.69,518.18,522.67,776204000.0,399122700.0
1996/2/7,520.37,524.3,519.65,524.72,673555000.0,336764900.0
1996/2/8,523.74,521.86,521.13,524.65,378694000.0,188936800.0
1996/2/9,522.0,525.41,521.11,525.43,329658000.0,153374000.0
1996/2/12,523.57,523.85,523.57,524.06,364642000.0,180683500.0
1996/2/13,525.14,529.58,524.96,530.75,471762000.0,213136700.0
1996/2/14,530.09,529.25,528.71,534.18,497882000.0,227457600.0
1996/2/15,529.32,536.98,528.5,538.35,830979000.0,394265500.0
1996/2/16,537.13,552.94,537.13,553.83,1870610000.0,929203700.0
1996/3/4,583.38,601.98,572.91,601.98,4480923000.0,2381797500.0
1996/3/5,600.46,587.06,582.73,606.51,4289672000.0,2200693400.0
1996/3/6,582.37,559.7,558.69,583.33,2514257000.0,1265822600.0
1996/3/7,558.12,569.33,558.04,569.33,1148420000.0,586832900.0
1996/3/8,566.89,573.13,559.18,574.78,1334412000.0,765905200.0
1996/3/11,574.19,568.12,565.53,575.47,1157246000.0,633143000.0
1996/3/12,566.3,563.88,556.41,566.3,1166225000.0,631256000.0
1996/3/13,562.77,563.2,561.03,566.13,661702000.0,340816200.0
1996/3/14,562.98,562.3,561.5,564.73,592667000.0,316831600.0
1996/3/15,561.44,562.39,557.54,563.5,597795000.0,308015200.0
1996/3/18,561.81,567.87,561.09,568.02,980704000.0,529025700.0
1996/3/19,568.14,566.55,565.34,571.13,763322000.0,412310700.0
1996/3/20,566.28,569.67,566.24,570.48,803071000.0,446453700.0
1996/3/21,570.22,569.76,569.31,574.01,1118479000.0,594341100.0
1996/3/22,569.51,570.18,566.52,571.33,884935000.0,464683200.0
1996/3/25,570.77,570.24,569.37,572.75,962361000.0,552893100.0
1996/3/26,570.25,563.52,562.97,570.74,890455000.0,467403200.0
1996/3/27,562.73,562.35,557.32,562.98,684522000.0,369351100.0
1996/3/28,562.31,554.04,553.89,562.44,1060697000.0,578857500.0
1996/3/29,553.79,556.39,549.72,557.33,1085856000.0,461200400.0
1996/4/1,566.21,566.19,561.95,573.95,1371654000.0,820544700.0
1996/4/2,564.94,557.21,556.91,564.99,676068000.0,358806000.0
1996/4/3,557.56,560.98,556.23,562.28,484239000.0,258397100.0
1996/4/4,561.19,563.19,559.82,564.47,536910000.0,305107200.0
1996/4/5,563.67,582.53,563.67,584.18,1157159000.0,709539500.0
1996/4/8,583.63,581.38,578.32,587.6,1899630000.0,1215845200.0
1996/4/9,580.63,578.07,576.61,580.94,859305000.0,502419000.0
1996/4/10,578.37,579.82,577.73,582.3,1004596000.0,608286100.0
1996/4/11,579.51,583.38,576.99,583.38,998554000.0,611695000.0
1996/4/12,584.39,586.96,584.39,593.73,1548458000.0,963649900.0
1996/4/15,585.95,584.67,583.32,587.92,827849000.0,485692300.0
1996/4/16,584.27,590.85,584.22,591.42,1350672000.0,723479900.0
1996/4/17,594.15,593.38,591.89,597.77,1740492000.0,981171000.0
1996/4/18,592.81,600.28,589.8,600.28,1656789000.0,948629100.0
1996/4/19,602.15,618.12,602.15,618.27,4123339000.0,2443462800.0
1996/4/22,624.93,613.97,613.94,627.65,5312174000.0,3500454600.0
1996/4/23,611.37,623.77,609.89,623.77,2881555000.0,1789477200.0
1996/4/24,633.8,664.65,633.8,664.65,7184553000.0,4445490100.0
1996/4/25,674.47,652.67,650.82,686.38,6689213000.0,4503472400.0
1996/4/26,660.14,707.61,660.14,714.56,10071376000.0,6973551200.0
1996/4/29,722.57,738.62,710.0,739.29,8780222000.0,6372420000.0
1996/4/30,728.39,681.16,679.45,738.5,7235604000.0,5051592900.0
1996/5/2,715.97,654.43,652.76,721.66,5179001000.0,3547683700.0
1996/5/3,654.43,650.04,645.01,660.27,2960827000.0,2002063200.0
