date,open
1995/12/1,631.55
1995/12/4,632.72
1995/12/5,636.43
1995/12/6,637.3
1995/12/7,628.63
1995/12/8,631.95
1995/12/11,636.82
1995/12/12,616.34
1995/12/13,629.84
1995/12/14,613.07
1995/12/15,612.6
1995/12/18,600.65
1995/12/19,592.72
1995/12/20,593.51
1995/12/21,601.91
1995/12/22,596.26
1995/12/25,590.76
1995/12/26,578.79
1995/12/27,571.68
1995/12/28,568.77
1995/12/29,555.74
1996/1/2,550.26
1996/1/3,535.23
1996/1/4,541.94
1996/1/5,559.03
1996/1/8,533.33
1996/1/9,541.35
1996/1/10,552.3
1996/1/11,547.46
1996/1/12,545.23
1996/1/15,545.05
1996/1/16,551.82
1996/1/17,546.21
1996/1/18,533.38
1996/1/19,515.0
1996/1/22,520.95
1996/1/23,515.48
1996/1/24,519.94
1996/1/25,523.75
1996/1/26,516.44
1996/1/29,526.2
1996/1/30,531.3
1996/1/31,531.46
1996/2/1,536.24
1996/2/2,535.12
1996/2/5,537.23
1996/2/6,520.08
1996/2/7,520.37
1996/2/8,523.74
1996/2/9,522.0
1996/2/12,523.57
1996/2/13,525.14
1996/2/14,530.09
1996/2/15,529.32
1996/2/16,537.13
1996/3/4,583.38
1996/3/5,600.46
1996/3/6,582.37
1996/3/7,558.12
1996/3/8,566.89
1996/3/11,574.19
1996/3/12,566.3
1996/3/13,562.77
1996/3/14,562.98
1996/3/15,561.44
1996/3/18,561.81
1996/3/19,568.14
1996/3/20,566.28
1996/3/21,570.22
1996/3/22,569.51
1996/3/25,570.77
1996/3/26,570.25
1996/3/27,562.73
1996/3/28,562.31
1996/3/29,553.79
1996/4/1,566.21
1996/4/2,564.94
1996/4/3,557.56
1996/4/4,561.19
1996/4/5,563.67
1996/4/8,583.63
1996/4/9,580.63
1996/4/10,578.37
1996/4/11,579.51
1996/4/12,584.39
1996/4/15,585.95
1996/4/16,584.27
1996/4/17,594.15
1996/4/18,592.81
1996/4/19,602.15
1996/4/22,624.93
1996/4/23,611.37
1996/4/24,633.8
1996/4/25,674.47
1996/4/26,660.14
1996/4/29,722.57
1996/4/30,728.39
1996/5/2,715.97
1996/5/3,654.43
1996/5/6,648.23
1996/5/7,677.44
1996/5/8,659.7
1996/5/9,659.4
1996/5/10,656.33
1996/5/13,665.49
1996/5/14,668.58
1996/5/15,665.75
1996/5/16,687.51
1996/5/17,685.21
1996/5/20,719.19
1996/5/21,701.96
1996/5/22,658.15
1996/5/23,668.7
1996/5/24,638.76
1996/5/27,639.51
1996/5/28,638.57
1996/5/29,648.55
1996/5/30,650.61
1996/5/31,633.92
1996/6/3,643.96
1996/6/4,642.06
1996/6/5,654.78
1996/6/6,703.03
1996/6/7,720.44
1996/6/10,740.11
1996/6/11,765.33
1996/6/12,761.39
1996/6/13,758.22
1996/6/14,781.98
1996/6/17,779.71
1996/6/18,749.3
1996/6/19,801.1
1996/6/20,788.92
1996/6/21,797.9
1996/6/24,797.87
1996/6/25,764.66
1996/6/26,782.15
1996/6/27,811.51
1996/6/28,809.6
1996/7/1,800.91
1996/7/2,758.47
1996/7/3,767.11
1996/7/4,790.28
1996/7/5,788.1
1996/7/8,794.13
1996/7/9,815.02
1996/7/10,821.1
1996/7/11,822.18
1996/7/12,784.26
1996/7/15,794.88
1996/7/16,796.76
1996/7/17,830.65
1996/7/18,808.09
1996/7/19,824.01
1996/7/22,871.48
1996/7/23,888.92
1996/7/24,874.97
1996/7/25,887.25
1996/7/26,868.28
1996/7/29,846.19
1996/7/30,861.72
1996/7/31,836.67
1996/8/1,823.17
1996/8/2,842.4
1996/8/5,846.03
1996/8/6,854.78
1996/8/7,865.49
1996/8/8,871.03
1996/8/9,875.19
1996/8/12,880.13
1996/8/13,885.89
1996/8/14,875.79
1996/8/15,872.83
1996/8/16,862.68
1996/8/19,852.34
1996/8/20,834.73
1996/8/21,825.69
1996/8/22,838.2
1996/8/23,824.89
1996/8/26,789.15
1996/8/27,769.79
1996/8/28,790.72
1996/8/29,797.31
1996/8/30,791.39
1996/9/2,812.94
1996/9/3,805.53
1996/9/4,797.9
1996/9/5,817.37
1996/9/6,813.59
1996/9/9,798.6
1996/9/10,793.22
1996/9/11,762.81
1996/9/12,780.32
1996/9/13,756.39
1996/9/16,779.85
1996/9/17,777.73
1996/9/18,781.34
1996/9/19,756.11
1996/9/20,772.29
1996/9/23,812.94
1996/9/24,857.42
1996/9/25,855.35
1996/9/26,837.68
1996/9/27,861.62
1996/10/3,887.85
1996/10/4,864.19
1996/10/7,866.07
1996/10/8,869.08
1996/10/9,882.19
1996/10/10,878.05
1996/10/11,909.06
1996/10/14,919.7
1996/10/15,943.81
1996/10/16,944.35
1996/10/17,931.11
1996/10/18,960.55
1996/10/21,943.03
1996/10/22,952.93
1996/10/23,989.32
1996/10/24,1017.46
1996/10/25,1006.3
1996/10/28,1001.23
1996/10/29,1032.61
1996/10/30,1017.06
1996/10/31,972.17
1996/11/1,935.17
1996/11/4,931.0
1996/11/5,947.44
1996/11/6,925.76
1996/11/7,919.95
1996/11/8,927.24
1996/11/11,923.37
1996/11/12,937.7
1996/11/13,945.98
1996/11/14,944.46
1996/11/15,951.51
1996/11/18,952.73
1996/11/19,1019.62
1996/11/20,1010.81
1996/11/21,1018.05
1996/11/22,928.52
1996/11/25,948.59
1996/11/26,981.47
1996/11/27,966.94
1996/11/28,983.01
1996/11/29,997.85
1996/12/2,1056.68
1996/12/3,1157.13
1996/12/4,1117.03
1996/12/5,1199.38
1996/12/6,1207.3
1996/12/9,1227.48
1996/12/10,1244.11
1996/12/11,1225.39
1996/12/12,1248.14
1996/12/13,1164.34
1996/12/16,1005.01
1996/12/17,907.65
1996/12/18,872.36
1996/12/19,971.15
1996/12/20,881.09
1996/12/23,900.32
1996/12/24,907.63
1996/12/25,870.44
1996/12/26,904.02
1996/12/27,925.8
1996/12/30,929.72
1996/12/31,935.91
1997/1/2,914.06
1997/1/3,921.1
1997/1/6,890.98
1997/1/7,872.81
1997/1/8,899.83
1997/1/9,897.99
1997/1/10,908.56
1997/1/13,923.55
1997/1/14,929.55
1997/1/15,905.48
1997/1/16,917.48
1997/1/17,916.11
1997/1/20,922.47
1997/1/21,937.04
1997/1/22,929.36
1997/1/23,945.59
1997/1/24,945.53
1997/1/27,957.25
1997/1/28,957.88
1997/1/29,955.96
1997/1/30,960.49
1997/1/31,960.26
1997/2/17,969.53
1997/2/18,980.48
1997/2/19,911.58
1997/2/20,870.18
1997/2/21,967.68
1997/2/24,1028.35
1997/2/25,1009.05
1997/2/26,1019.86
1997/2/27,1035.32
1997/2/28,1023.37
1997/3/3,1044.61
1997/3/4,1063.29
1997/3/5,1067.58
1997/3/6,1045.89
1997/3/7,1083.01
1997/3/10,1085.91
1997/3/11,1103.43
1997/3/12,1112.71
1997/3/13,1128.71
1997/3/14,1114.74
1997/3/17,1138.28
1997/3/18,1164.96
1997/3/19,1167.04
1997/3/20,1162.26
1997/3/21,1116.72
1997/3/24,1186.95
1997/3/25,1198.16
1997/3/26,1204.21
1997/3/27,1220.55
1997/3/28,1213.81
1997/3/31,1210.02
1997/4/1,1243.87
1997/4/2,1246.41
1997/4/3,1233.82
1997/4/4,1258.07
1997/4/7,1259.59
1997/4/8,1277.06
1997/4/9,1251.57
1997/4/10,1293.26
1997/4/11,1279.34
1997/4/14,1293.98
1997/4/15,1318.57
1997/4/16,1334.31
1997/4/17,1323.42
1997/4/18,1325.23
1997/4/21,1355.56
1997/4/22,1362.98
1997/4/23,1370.05
1997/4/24,1370.17
1997/4/25,1382.93
1997/4/28,1372.26
1997/4/29,1354.0
1997/4/30,1385.3
1997/5/5,1398.14
1997/5/6,1462.03
1997/5/7,1495.22
1997/5/8,1496.98
1997/5/9,1412.9
1997/5/12,1490.78
1997/5/13,1501.25
1997/5/14,1447.61
1997/5/15,1371.19
1997/5/16,1309.6
1997/5/19,1330.79
1997/5/20,1351.66
1997/5/21,1386.85
1997/5/22,1248.97
1997/5/23,1238.69
1997/5/26,1268.59
1997/5/27,1258.38
1997/5/28,1283.0
1997/5/29,1267.52
1997/5/30,1261.29
1997/6/2,1302.82
1997/6/3,1341.68
1997/6/4,1345.38
1997/6/5,1362.19
1997/6/6,1271.31
1997/6/9,1275.25
1997/6/10,1278.99
1997/6/11,1239.5
1997/6/12,1224.47
1997/6/13,1154.98
1997/6/16,1255.77
1997/6/17,1260.41
1997/6/18,1252.02
1997/6/19,1233.68
1997/6/20,1244.0
1997/6/23,1313.24
1997/6/24,1287.19
1997/6/25,1309.34
1997/6/26,1295.11
1997/6/27,1287.92
1997/7/2,1255.91
1997/7/3,1194.68
1997/7/4,1138.92
1997/7/7,1161.71
1997/7/8,1092.8
1997/7/9,1113.64
1997/7/10,1121.26
1997/7/11,1116.42
1997/7/14,1163.29
1997/7/15,1189.47
1997/7/16,1201.6
1997/7/17,1188.27
1997/7/18,1199.4
1997/7/21,1215.84
1997/7/22,1189.12
1997/7/23,1219.06
1997/7/24,1194.71
1997/7/25,1166.57
1997/7/28,1167.81
1997/7/29,1137.32
1997/7/30,1157.09
1997/7/31,1184.94
1997/8/1,1191.65
1997/8/4,1196.25
1997/8/5,1203.36
1997/8/6,1196.04
1997/8/7,1167.93
1997/8/8,1205.95
1997/8/11,1206.46
1997/8/12,1177.26
1997/8/13,1139.25
1997/8/14,1120.47
1997/8/15,1174.18
1997/8/18,1139.61
1997/8/19,1134.62
1997/8/20,1135.05
1997/8/21,1148.39
1997/8/22,1159.39
1997/8/25,1175.45
1997/8/26,1186.07
1997/8/27,1195.43
1997/8/28,1201.06
1997/8/29,1214.31
1997/9/1,1224.18
1997/9/2,1228.48
1997/9/3,1223.62
1997/9/4,1245.78
1997/9/5,1250.6
1997/9/8,1253.15
1997/9/9,1255.18
1997/9/10,1230.43
1997/9/11,1260.52
1997/9/12,1240.5
1997/9/15,1205.9
1997/9/16,1182.76
1997/9/17,1188.89
1997/9/18,1169.67
1997/9/19,1174.77
1997/9/22,1184.49
1997/9/23,1096.19
1997/9/24,1064.66
1997/9/25,1118.37
1997/9/26,1118.69
1997/9/29,1106.34
1997/9/30,1083.41
1997/10/6,1100.7
1997/10/7,1098.29
1997/10/8,1122.97
1997/10/9,1134.59
1997/10/10,1121.34
1997/10/13,1136.43
1997/10/14,1116.3
1997/10/15,1119.11
1997/10/16,1131.4
1997/10/17,1155.42
1997/10/20,1183.74
1997/10/21,1190.5
1997/10/22,1193.7
1997/10/23,1178.98
1997/10/24,1172.88
1997/10/27,1183.65
1997/10/28,1239.59
1997/10/29,1168.23
1997/10/30,1189.27
1997/10/31,1164.91
1997/11/3,1181.16
1997/11/4,1180.87
1997/11/5,1186.1
1997/11/6,1198.66
1997/11/7,1181.78
1997/11/10,1199.37
1997/11/11,1183.42
1997/11/12,1190.01
1997/11/13,1169.7
1997/11/14,1187.35
1997/11/17,1210.68
1997/11/18,1190.26
1997/11/19,1185.1
1997/11/20,1182.74
1997/11/21,1168.97
1997/11/24,1150.42
1997/11/25,1120.86
1997/11/26,1126.6
1997/11/27,1141.77
1997/11/28,1117.57
1997/12/1,1137.59
1997/12/2,1133.59
1997/12/3,1129.78
1997/12/4,1121.8
1997/12/5,1139.48
1997/12/8,1140.55
1997/12/9,1139.81
1997/12/10,1150.48
1997/12/11,1159.05
1997/12/12,1160.22
1997/12/15,1155.72
1997/12/16,1170.46
1997/12/17,1169.64
1997/12/18,1142.1
1997/12/19,1154.7
1997/12/22,1162.68
1997/12/23,1171.9
1997/12/24,1171.74
1997/12/25,1170.56
1997/12/26,1187.75
1997/12/29,1196.3
1997/12/30,1186.14
1997/12/31,1182.25
1998/1/5,1200.95
1998/1/6,1223.73
1998/1/7,1233.96
1998/1/8,1243.12
1998/1/9,1233.7
1998/1/12,1242.21
1998/1/13,1211.88
1998/1/14,1170.35
1998/1/15,1210.42
1998/1/16,1215.82
1998/1/19,1215.41
1998/1/20,1211.28
1998/1/21,1201.99
1998/1/22,1200.52
1998/1/23,1206.5
1998/2/9,1258.0
1998/2/10,1248.6
1998/2/11,1234.18
1998/2/12,1253.39
1998/2/13,1246.73
1998/2/16,1246.8
1998/2/17,1234.84
1998/2/18,1239.63
1998/2/19,1229.81
1998/2/20,1234.6
1998/2/23,1217.86
1998/2/24,1206.93
1998/2/25,1208.52
1998/2/26,1193.0
1998/2/27,1209.44
1998/3/2,1196.74
1998/3/3,1186.52
1998/3/4,1204.95
1998/3/5,1217.85
1998/3/6,1208.75
1998/3/9,1207.96
1998/3/10,1199.63
1998/3/11,1201.26
1998/3/12,1187.54
1998/3/13,1177.82
1998/3/16,1186.19
1998/3/17,1193.67
1998/3/18,1204.1
1998/3/19,1192.4
1998/3/20,1188.6
1998/3/23,1186.56
1998/3/24,1180.09
1998/3/25,1207.62
1998/3/26,1191.0
1998/3/27,1189.41
1998/3/30,1230.94
1998/3/31,1251.34
1998/4/1,1243.37
1998/4/2,1259.59
1998/4/3,1268.57
1998/4/6,1291.61
1998/4/7,1308.56
1998/4/8,1303.41
1998/4/9,1326.44
1998/4/10,1294.62
1998/4/13,1319.95
1998/4/14,1318.27
1998/4/15,1314.17
1998/4/16,1324.04
1998/4/17,1311.54
1998/4/20,1292.16
1998/4/21,1296.77
1998/4/22,1307.83
1998/4/23,1337.49
1998/4/24,1324.46
1998/4/27,1314.35
1998/4/28,1315.35
1998/4/29,1337.89
1998/4/30,1336.01
1998/5/4,1353.06
1998/5/5,1355.05
1998/5/6,1352.72
1998/5/7,1348.89
1998/5/8,1324.74
1998/5/11,1367.24
1998/5/12,1358.96
1998/5/13,1351.18
1998/5/14,1373.17
1998/5/15,1373.43
1998/5/18,1373.67
1998/5/19,1370.68
1998/5/20,1362.69
1998/5/21,1356.96
1998/5/22,1371.37
1998/5/25,1380.13
1998/5/26,1392.75
1998/5/27,1393.74
1998/5/28,1402.85
1998/5/29,1402.68
1998/6/1,1418.35
1998/6/2,1419.22
1998/6/3,1415.02
1998/6/4,1420.99
1998/6/5,1404.08
1998/6/8,1411.96
1998/6/9,1400.35
1998/6/10,1367.74
1998/6/11,1367.56
1998/6/12,1373.11
1998/6/15,1385.33
1998/6/16,1362.59
1998/6/17,1349.0
1998/6/18,1352.24
1998/6/19,1376.19
1998/6/22,1400.47
1998/6/23,1398.24
1998/6/24,1399.71
1998/6/25,1402.95
1998/6/26,1383.29
1998/6/29,1387.02
1998/6/30,1360.62
1998/7/1,1363.27
1998/7/2,1314.1
1998/7/3,1335.84
1998/7/6,1339.26
1998/7/7,1313.65
1998/7/8,1326.82
1998/7/9,1341.35
1998/7/10,1344.75
1998/7/13,1362.69
1998/7/14,1360.61
1998/7/15,1332.41
1998/7/16,1335.3
1998/7/17,1325.88
1998/7/20,1311.06
1998/7/21,1285.79
1998/7/22,1312.23
1998/7/23,1299.22
1998/7/24,1317.85
1998/7/27,1328.34
1998/7/28,1321.63
1998/7/29,1317.93
1998/7/30,1312.86
1998/7/31,1316.31
1998/8/3,1315.14
1998/8/4,1299.73
1998/8/5,1293.7
1998/8/6,1310.3
1998/8/7,1292.08
1998/8/10,1262.01
1998/8/11,1230.38
1998/8/12,1204.36
1998/8/13,1193.37
1998/8/14,1202.38
1998/8/17,1152.67
1998/8/18,1054.18
1998/8/19,1072.74
1998/8/20,1128.75
1998/8/21,1149.62
1998/8/24,1178.55
1998/8/25,1174.41
1998/8/26,1174.85
1998/8/27,1152.36
1998/8/28,1139.82
1998/8/31,1117.97
1998/9/1,1142.5
1998/9/2,1137.31
1998/9/3,1136.44
1998/9/4,1148.95
1998/9/7,1168.37
1998/9/8,1181.07
1998/9/9,1165.66
1998/9/10,1194.88
1998/9/11,1214.83
1998/9/14,1219.32
1998/9/15,1240.94
1998/9/16,1226.9
1998/9/17,1257.38
1998/9/18,1227.56
1998/9/21,1199.17
1998/9/22,1224.4
1998/9/23,1223.99
1998/9/24,1231.05
1998/9/25,1194.31
1998/9/28,1224.27
1998/9/29,1231.9
1998/9/30,1233.59
1998/10/5,1245.74
1998/10/6,1234.14
1998/10/7,1214.36
1998/10/8,1215.95
1998/10/9,1231.94
1998/10/12,1239.57
1998/10/13,1250.68
1998/10/14,1243.71
1998/10/15,1243.2
1998/10/16,1259.14
1998/10/19,1255.05
1998/10/20,1248.24
1998/10/21,1243.54
1998/10/22,1202.21
1998/10/23,1217.13
1998/10/26,1215.56
1998/10/27,1207.2
1998/10/28,1218.5
1998/10/29,1226.92
1998/10/30,1216.01
1998/11/2,1217.34
1998/11/3,1225.26
1998/11/4,1239.5
1998/11/5,1237.54
1998/11/6,1258.7
1998/11/9,1263.96
1998/11/10,1283.92
1998/11/11,1287.42
1998/11/12,1286.56
1998/11/13,1281.99
1998/11/16,1284.34
1998/11/17,1296.63
1998/11/18,1291.0
1998/11/19,1283.96
1998/11/20,1272.66
1998/11/23,1275.9
1998/11/24,1274.45
1998/11/25,1280.27
1998/11/26,1260.08
1998/11/27,1252.37
1998/11/30,1244.92
1998/12/1,1249.01
1998/12/2,1233.16
1998/12/3,1238.29
1998/12/4,1232.43
1998/12/7,1234.76
1998/12/8,1209.84
1998/12/9,1224.36
1998/12/10,1224.15
1998/12/11,1201.85
1998/12/14,1214.6
1998/12/15,1193.64
1998/12/16,1194.94
1998/12/17,1180.17
1998/12/18,1155.75
1998/12/21,1153.66
1998/12/22,1155.63
1998/12/23,1186.98
1998/12/24,1171.71
1998/12/25,1169.6
1998/12/28,1175.63
1998/12/29,1157.48
1998/12/30,1141.89
1998/12/31,1149.83
1999/1/4,1144.89
1999/1/5,1123.7
1999/1/6,1120.67
1999/1/7,1133.17
1999/1/8,1138.77
1999/1/11,1169.91
1999/1/12,1171.74
1999/1/13,1153.29
1999/1/14,1145.9
1999/1/15,1149.78
1999/1/18,1135.09
1999/1/19,1154.16
1999/1/20,1159.03
1999/1/21,1150.3
1999/1/22,1159.92
1999/1/25,1161.98
1999/1/26,1145.07
1999/1/27,1137.69
1999/1/28,1147.87
1999/1/29,1139.84
1999/2/1,1131.65
1999/2/2,1119.78
1999/2/3,1126.84
1999/2/4,1114.65
1999/2/5,1101.48
1999/2/8,1076.82
1999/2/9,1065.91
1999/3/1,1092.15
1999/3/2,1098.29
1999/3/3,1101.13
1999/3/4,1130.34
1999/3/5,1128.62
1999/3/8,1133.51
1999/3/9,1143.1
1999/3/10,1136.02
1999/3/11,1133.29
1999/3/12,1151.99
1999/3/15,1161.49
1999/3/16,1164.79
1999/3/17,1167.72
1999/3/18,1155.27
1999/3/19,1150.61
1999/3/22,1175.68
1999/3/23,1172.98
1999/3/24,1171.3
1999/3/25,1167.86
1999/3/26,1155.35
1999/3/29,1160.58
1999/3/30,1171.13
1999/3/31,1156.37
1999/4/1,1158.68
1999/4/2,1170.76
1999/4/5,1188.93
1999/4/6,1195.95
1999/4/7,1200.22
1999/4/8,1203.02
1999/4/9,1203.44
1999/4/12,1205.32
1999/4/13,1192.15
1999/4/14,1176.77
1999/4/15,1182.2
1999/4/16,1168.91
1999/4/19,1164.62
1999/4/20,1160.05
1999/4/21,1171.95
1999/4/22,1137.91
1999/4/23,1137.61
1999/4/26,1139.65
1999/4/27,1108.91
1999/4/28,1090.87
1999/4/29,1091.06
1999/4/30,1116.11
1999/5/4,1120.91
1999/5/5,1110.94
1999/5/6,1116.86
1999/5/7,1129.53
1999/5/10,1107.37
1999/5/11,1072.04
1999/5/12,1096.74
1999/5/13,1100.86
1999/5/14,1087.94
1999/5/17,1057.49
1999/5/18,1066.52
1999/5/19,1058.7
1999/5/20,1114.66
1999/5/21,1154.81
1999/5/24,1173.13
1999/5/25,1223.13
1999/5/26,1199.23
1999/5/27,1247.32
1999/5/28,1291.96
1999/5/31,1287.08
1999/6/1,1283.3
1999/6/2,1319.83
1999/6/3,1280.48
1999/6/4,1271.17
1999/6/7,1287.46
1999/6/8,1336.03
1999/6/9,1334.85
1999/6/10,1371.0
1999/6/11,1364.28
1999/6/14,1382.53
1999/6/15,1453.33
1999/6/16,1402.35
1999/6/17,1483.06
1999/6/18,1511.88
1999/6/21,1506.83
1999/6/22,1551.88
1999/6/23,1571.27
1999/6/24,1615.63
1999/6/25,1665.99
1999/6/28,1606.28
1999/6/29,1722.74
1999/6/30,1755.56
1999/7/1,1678.84
1999/7/2,1570.56
1999/7/5,1627.25
1999/7/6,1568.83
1999/7/7,1515.16
1999/7/8,1579.14
1999/7/9,1577.79
1999/7/12,1588.38
1999/7/13,1547.34
1999/7/14,1526.98
1999/7/15,1565.04
1999/7/16,1547.46
1999/7/19,1500.45
1999/7/20,1476.03
1999/7/21,1586.89
1999/7/22,1606.86
1999/7/23,1552.25
1999/7/26,1592.41
1999/7/27,1605.37
1999/7/28,1592.45
1999/7/29,1610.12
1999/7/30,1599.94
1999/8/2,1607.06
1999/8/3,1622.3
1999/8/4,1630.99
1999/8/5,1654.53
1999/8/6,1655.31
1999/8/9,1650.28
1999/8/10,1622.97
1999/8/11,1598.02
1999/8/12,1583.51
1999/8/13,1581.23
1999/8/16,1568.9
1999/8/17,1562.56
1999/8/18,1578.26
1999/8/19,1587.9
1999/8/20,1645.54
1999/8/23,1631.44
1999/8/24,1650.54
1999/8/25,1649.61
1999/8/26,1622.17
1999/8/27,1642.06
1999/8/30,1635.55
1999/8/31,1622.88
1999/9/1,1627.82
1999/9/2,1591.58
1999/9/3,1613.3
1999/9/6,1577.51
1999/9/7,1558.86
1999/9/8,1563.62
1999/9/9,1590.71
1999/9/10,1690.03
1999/9/13,1664.51
1999/9/14,1675.71
1999/9/15,1675.19
1999/9/16,1662.46
1999/9/17,1644.8
1999/9/20,1649.12
1999/9/21,1630.02
1999/9/22,1625.17
1999/9/23,1618.77
1999/9/24,1609.83
1999/9/27,1624.46
1999/9/28,1602.79
1999/9/29,1593.72
1999/9/30,1588.99
1999/10/8,1568.24
1999/10/11,1529.22
1999/10/12,1526.45
1999/10/13,1540.6
1999/10/14,1504.5
1999/10/15,1515.91
1999/10/18,1547.27
1999/10/19,1493.47
1999/10/20,1469.28
1999/10/21,1486.93
1999/10/22,1457.64
1999/10/25,1499.14
1999/10/26,1467.52
1999/10/27,1509.64
1999/10/28,1541.29
1999/10/29,1515.18
1999/11/1,1501.74
1999/11/2,1491.76
1999/11/3,1488.37
1999/11/4,1474.14
1999/11/5,1464.6
1999/11/8,1464.49
1999/11/9,1474.0
1999/11/10,1463.69
1999/11/11,1449.62
1999/11/12,1446.26
1999/11/15,1451.55
1999/11/16,1463.34
1999/11/17,1429.71
1999/11/18,1466.49
1999/11/19,1485.05
1999/11/22,1468.22
1999/11/23,1464.93
1999/11/24,1466.09
1999/11/25,1451.88
1999/11/26,1443.44
1999/11/29,1444.01
1999/11/30,1433.9
1999/12/1,1434.98
1999/12/2,1446.69
1999/12/3,1436.02
1999/12/6,1436.8
1999/12/7,1426.69
1999/12/8,1428.77
1999/12/9,1424.91
1999/12/10,1416.37
1999/12/13,1429.19
1999/12/14,1415.71
1999/12/15,1423.76
1999/12/16,1451.73
1999/12/17,1434.63
1999/12/21,1416.5
1999/12/22,1393.83
1999/12/23,1386.79
1999/12/24,1367.69
1999/12/27,1353.53
1999/12/28,1346.45
1999/12/29,1350.27
1999/12/30,1357.82
2000/1/4,1368.69
2000/1/5,1407.83
2000/1/6,1406.04
2000/1/7,1477.15
2000/1/10,1531.71
2000/1/11,1547.68
2000/1/12,1473.76
2000/1/13,1437.45
2000/1/14,1426.22
2000/1/17,1408.99
2000/1/18,1436.89
2000/1/19,1425.87
2000/1/20,1443.09
2000/1/21,1471.91
2000/1/24,1465.86
2000/1/25,1483.03
2000/1/26,1477.3
2000/1/27,1490.45
2000/1/28,1514.56
2000/2/14,1591.45
2000/2/15,1709.22
2000/2/16,1674.94
2000/2/17,1734.27
2000/2/18,1623.96
2000/2/21,1681.36
2000/2/22,1681.3
2000/2/23,1618.01
2000/2/24,1593.95
2000/2/25,1639.92
2000/2/28,1639.8
2000/2/29,1728.14
2000/3/1,1720.6
2000/3/2,1697.56
2000/3/3,1728.36
2000/3/6,1756.31
2000/3/7,1661.95
2000/3/8,1699.46
2000/3/9,1734.77
2000/3/10,1731.94
2000/3/13,1706.77
2000/3/14,1690.65
2000/3/15,1680.3
2000/3/16,1671.1
2000/3/17,1602.36
2000/3/20,1646.31
2000/3/21,1704.09
2000/3/22,1713.24
2000/3/23,1724.19
2000/3/24,1761.44
2000/3/27,1736.7
2000/3/28,1788.83
2000/3/29,1797.88
2000/3/30,1793.68
2000/3/31,1810.55
2000/4/3,1799.58
2000/4/4,1795.16
2000/4/5,1756.3
2000/4/6,1775.78
2000/4/7,1816.79
2000/4/10,1826.61
2000/4/11,1826.4
2000/4/12,1822.4
2000/4/13,1807.84
2000/4/14,1835.86
2000/4/17,1829.62
2000/4/18,1794.34
2000/4/19,1819.08
2000/4/20,1831.66
2000/4/21,1851.31
2000/4/24,1844.7
2000/4/25,1838.05
2000/4/26,1835.67
2000/4/27,1835.6
2000/4/28,1805.5
2000/5/8,1848.17
2000/5/9,1839.0
2000/5/10,1801.43
2000/5/11,1750.86
2000/5/12,1725.87
2000/5/15,1722.64
2000/5/16,1706.73
2000/5/17,1727.43
2000/5/18,1725.6
2000/5/19,1761.79
2000/5/22,1785.89
2000/5/23,1834.44
2000/5/24,1835.56
2000/5/25,1866.56
2000/5/26,1885.75
2000/5/29,1885.55
2000/5/30,1903.53
2000/5/31,1875.46
2000/6/1,1900.53
2000/6/2,1906.16
2000/6/5,1921.97
2000/6/6,1898.59
2000/6/7,1934.38
2000/6/8,1937.2
2000/6/9,1926.15
2000/6/12,1896.43
2000/6/13,1918.19
2000/6/14,1944.44
2000/6/15,1933.06
2000/6/16,1945.7
2000/6/19,1924.69
2000/6/20,1913.07
2000/6/21,1894.78
2000/6/22,1918.16
2000/6/23,1915.31
2000/6/26,1946.7
2000/6/27,1949.78
2000/6/28,1943.98
2000/6/29,1949.85
2000/6/30,1937.84
2000/7/3,1917.44
2000/7/4,1891.21
2000/7/5,1910.42
2000/7/6,1909.24
2000/7/7,1904.09
2000/7/10,1938.84
2000/7/11,1952.26
2000/7/12,1965.23
2000/7/13,1978.55
2000/7/14,1981.78
2000/7/17,1992.89
2000/7/18,1982.5
2000/7/19,2000.33
2000/7/20,1999.09
2000/7/21,1994.42
2000/7/24,1998.25
2000/7/25,1990.15
2000/7/26,1999.44
2000/7/27,2017.46
2000/7/28,2014.11
2000/7/31,2016.14
2000/8/1,2027.01
2000/8/2,2030.79
2000/8/3,2032.94
2000/8/4,2037.47
2000/8/7,2025.18
2000/8/8,2042.75
2000/8/9,2051.65
2000/8/10,2065.31
2000/8/11,2067.78
2000/8/14,2065.94
2000/8/15,2079.07
2000/8/16,2078.49
2000/8/17,2086.81
2000/8/18,2093.63
2000/8/21,2095.38
2000/8/22,2112.02
2000/8/23,2064.05
2000/8/24,2058.53
2000/8/25,2073.72
2000/8/28,2092.12
2000/8/29,2103.03
2000/8/30,2107.02
2000/8/31,2062.84
2000/9/1,2009.15
2000/9/4,1994.89
2000/9/5,2015.06
2000/9/6,1955.5
2000/9/7,1929.3
2000/9/8,1955.15
2000/9/11,1963.27
2000/9/12,1975.41
2000/9/13,1980.53
2000/9/14,1989.97
2000/9/15,1978.04
2000/9/18,1979.53
2000/9/19,1937.32
2000/9/20,1902.91
2000/9/21,1924.83
2000/9/22,1904.57
2000/9/25,1889.9
2000/9/26,1878.31
2000/9/27,1889.88
2000/9/28,1915.5
2000/9/29,1888.2
2000/10/9,1912.08
2000/10/10,1917.9
2000/10/11,1944.25
2000/10/12,1933.14
2000/10/13,1927.35
2000/10/16,1917.45
2000/10/17,1902.07
2000/10/18,1911.71
2000/10/19,1925.21
2000/10/20,1913.16
2000/10/23,1952.96
2000/10/24,1960.37
2000/10/25,1957.38
2000/10/26,1979.3
